Transaction_ID,Date,Outlet,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Customer_Type
T100690,30/03/2024,central,Pastry,Croissant,3,321.61,964.83,Regular
T100691,08/01/2024,North Hub,Pastry,Croissant,4,86.54,346.16,New
T100692,02/04/2024,central,Pastry,Croissant,3,174.12,522.36,New
T100693,26/01/2024,SOUTH POINT,Snacks,Cookie,4,274.89,1099.56,New
T100694,14/03/2024,central,Sandwich,Chicken Sandwich,2,101.62,203.24,New
T100695,30/03/2024,SOUTH POINT,Pastry,Danish,2,129.46,258.92,New
T100696,03/02/2024,NORTH HUB,Pastry,Muffin,1,239.11,239.11,Regular
T100697,24/04/2024,Central,Coffee,Cappuccino,3,231.2,693.6,Regular
T100698,14/04/2024,North Hub,Coffee,Latte,1,279.51,279.51,New
T100699,07/01/2024,Central,Sandwich,Chicken Sandwich,2,299.41,598.82,New
T100700,08/03/2024,NORTH HUB,Sandwich,Chicken Sandwich,3,114.72,344.16,Regular
T100701,27/02/2024,North Hub,Tea,Green Tea,1,84.96,84.96,New
T100702,26/04/2024,CENTRAL,Coffee,Latte,1,266.2,266.2,New
T100703,23/04/2024,CENTRAL,Tea,Green Tea,1,161.38,161.38,New
T100704,18/04/2024,SOUTH POINT,Snacks,Brownie,1,249.02,249.02,New
T100705,15/03/2024,NORTH HUB,Tea,Masala Tea,1,120.65,120.65,New
T100706,29/01/2024,SOUTH POINT,Pastry,Danish,3,206.64,619.92,New
T100707,29/04/2024,north hub,Tea,Black Tea,1,216.19,216.19,New
T100708,05/02/2024,central,Sandwich,Cheese Sandwich,3,237.97,713.91,New
T100709,29/03/2024,south point,Snacks,Cookie,1,218.56,218.56,Regular
T100710,21/01/2024,north hub,Pastry,Danish,2,213.84,427.68,Regular
T100711,05/02/2024,central,Tea,Green Tea,2,169.84,339.68,New
T100712,10/01/2024,North Hub,Snacks,Bagel,1,99.22,99.22,New
T100713,10/04/2024,SOUTH POINT,Snacks,Cookie,4,104.17,416.68,New
T100714,13/03/2024,North Hub,Pastry,Danish,2,197.12,394.24,New
T100715,24/01/2024,North Hub,Tea,Green Tea,3,176.06,528.18,Regular
T100716,04/03/2024,central,Snacks,Cookie,1,219.36,219.36,Regular
T100717,08/04/2024,NORTH HUB,Snacks,Bagel,3,162.31,486.93,Regular
T100718,18/02/2024,central,Coffee,Latte,4,265.74,1062.96,Regular
T100719,08/04/2024,South Point,Snacks,Cookie,1,313.27,313.27,New
T100720,21/04/2024,CENTRAL,Coffee,Latte,2,160.69,321.38,New
T100721,05/02/2024,CENTRAL,Tea,Black Tea,3,132.11,396.33,New
T100722,22/03/2024,north hub,Tea,Masala Tea,2,111.37,222.74,Regular
T100723,22/04/2024,CENTRAL,Tea,Black Tea,2,246.39,492.78,New
T100724,12/04/2024,central,Sandwich,Veg Sandwich,1,199.84,199.84,New
T100725,05/04/2024,SOUTH POINT,Tea,Black Tea,3,130.76,392.28,Regular
T100726,24/01/2024,central,Snacks,Brownie,4,256.35,1025.4,Regular
T100727,23/01/2024,central,Pastry,Danish,2,120.09,240.18,Regular
T100728,02/03/2024,south point,Coffee,Americano,1,229.66,229.66,Regular
T100729,05/04/2024,SOUTH POINT,Sandwich,Chicken Sandwich,1,222.33,222.33,Regular
T100730,06/02/2024,South Point,Tea,Black Tea,4,278.24,1112.96,New
T100731,12/01/2024,CENTRAL,Tea,Masala Tea,1,94.88,94.88,New
T100732,22/04/2024,SOUTH POINT,Pastry,Croissant,2,319.73,639.46,Regular
T100733,24/02/2024,CENTRAL,Pastry,Danish,1,269.81,269.81,New
T100734,13/01/2024,north hub,Sandwich,Chicken Sandwich,3,138.35,415.05,New
T100735,23/01/2024,SOUTH POINT,Coffee,Espresso,3,129.52,388.56,New
T100736,29/03/2024,CENTRAL,Tea,Green Tea,2,196.55,393.1,New
T100737,08/04/2024,South Point,Sandwich,Cheese Sandwich,3,300.74,902.22,Regular
T100738,14/04/2024,Central,Snacks,Brownie,4,307.6,1230.4,New
T100739,30/01/2024,North Hub,Snacks,Cookie,1,220.52,220.52,New
T100740,17/01/2024,North Hub,Sandwich,Veg Sandwich,2,312.42,624.84,New
T100741,22/04/2024,South Point,Tea,Green Tea,4,81.47,325.88,Regular
T100742,02/03/2024,south point,Sandwich,Chicken Sandwich,1,89.5,89.5,New
T100743,24/03/2024,Central,Tea,Green Tea,4,326.19,1304.76,Regular
T100744,21/04/2024,north hub,Pastry,Croissant,2,289.34,578.68,Regular
T100745,29/03/2024,South Point,Sandwich,Veg Sandwich,2,201.69,403.38,Regular
T100746,26/03/2024,North Hub,Tea,Green Tea,4,283.47,1133.88,Regular
T100747,13/01/2024,North Hub,Sandwich,Chicken Sandwich,1,338.02,338.02,New
T100748,28/02/2024,North Hub,Sandwich,Veg Sandwich,3,288.46,865.38,Regular
T100749,19/01/2024,NORTH HUB,Tea,Masala Tea,3,307.44,922.32,Regular
T100750,18/02/2024,South Point,Tea,Green Tea,4,285.36,1141.44,Regular
T100751,09/04/2024,central,Coffee,Americano,2,125.42,250.84,Regular
T100752,12/01/2024,north hub,Sandwich,Veg Sandwich,1,305.07,305.07,Regular
T100753,01/03/2024,North Hub,Snacks,Brownie,1,132.68,132.68,New
T100754,14/04/2024,CENTRAL,Sandwich,Veg Sandwich,2,321.01,642.02,Regular
T100755,19/01/2024,South Point,Sandwich,Chicken Sandwich,3,203.84,611.52,New
T100756,16/03/2024,NORTH HUB,Tea,Masala Tea,1,262.78,262.78,New
T100757,09/01/2024,South Point,Sandwich,Chicken Sandwich,4,214.26,857.04,Regular
T100758,11/03/2024,north hub,Sandwich,Cheese Sandwich,3,105.38,316.14,New
T100759,28/01/2024,NORTH HUB,Snacks,Brownie,4,158.5,634.0,New
T100760,18/03/2024,north hub,Tea,Green Tea,3,345.61,1036.83,New
T100761,04/04/2024,South Point,Sandwich,Chicken Sandwich,2,339.39,678.78,Regular
T100762,21/02/2024,central,Pastry,Danish,4,166.53,666.12,Regular
T100763,23/03/2024,north hub,Coffee,Espresso,4,349.0,1396.0,Regular
T100764,20/04/2024,NORTH HUB,Snacks,Cookie,2,308.3,616.6,Regular
T100765,16/01/2024,NORTH HUB,Sandwich,Veg Sandwich,4,244.96,979.84,Regular
T100766,26/04/2024,north hub,Pastry,Croissant,3,90.83,272.49,Regular
T100767,09/03/2024,South Point,Sandwich,Chicken Sandwich,1,323.39,323.39,Regular
T100768,08/04/2024,south point,Sandwich,Chicken Sandwich,1,230.51,230.51,New
T100769,12/01/2024,South Point,Tea,Green Tea,2,314.49,628.98,New
T100770,25/01/2024,north hub,Tea,Green Tea,3,305.3,915.9,Regular
T100771,21/02/2024,Central,Tea,Masala Tea,4,304.91,1219.64,New
T100772,25/03/2024,north hub,Pastry,Croissant,4,268.51,1074.04,Regular
T100773,09/04/2024,central,Sandwich,Veg Sandwich,1,158.68,158.68,Regular
T100774,22/02/2024,north hub,Coffee,Latte,4,170.76,683.04,Regular
T100775,23/01/2024,north hub,Snacks,Brownie,1,163.29,163.29,New
T100776,16/01/2024,central,Tea,Green Tea,2,85.41,170.82,Regular
T100777,26/02/2024,north hub,Tea,Black Tea,4,237.29,949.16,Regular
T100778,08/02/2024,North Hub,Sandwich,Chicken Sandwich,3,268.69,806.07,Regular
T100779,18/04/2024,Central,Sandwich,Cheese Sandwich,4,310.54,1242.16,Regular
T100780,22/02/2024,CENTRAL,Pastry,Danish,1,117.84,117.84,New
T100781,11/02/2024,Central,Pastry,Danish,2,226.93,453.86,Regular
T100782,27/02/2024,north hub,Tea,Green Tea,1,82.16,82.16,New
T100783,08/02/2024,North Hub,Sandwich,Veg Sandwich,4,105.68,422.72,New
T100784,14/01/2024,South Point,Coffee,Cappuccino,1,94.64,94.64,Regular
T100785,04/04/2024,north hub,Snacks,Bagel,1,275.88,275.88,Regular
T100786,05/01/2024,North Hub,Sandwich,Cheese Sandwich,2,101.89,203.78,New
T100787,04/02/2024,central,Sandwich,Veg Sandwich,3,273.44,820.32,New
T100788,27/03/2024,North Hub,Pastry,Danish,4,147.4,589.6,New
T100789,02/04/2024,central,Snacks,Bagel,2,316.98,633.96,New
T100790,16/04/2024,south point,Tea,Masala Tea,3,299.55,898.65,Regular
T100791,15/03/2024,CENTRAL,Sandwich,Chicken Sandwich,1,338.61,338.61,New
T100792,18/01/2024,SOUTH POINT,Tea,Green Tea,3,318.62,955.86,New
T100793,20/04/2024,North Hub,Sandwich,Chicken Sandwich,1,332.0,332.0,New
T100794,16/03/2024,NORTH HUB,Tea,Masala Tea,1,311.86,311.86,New
T100795,09/01/2024,north hub,Snacks,Cookie,2,267.21,534.42,Regular
T100796,14/03/2024,Central,Pastry,Croissant,1,125.97,125.97,Regular
T100797,27/02/2024,SOUTH POINT,Snacks,Cookie,2,153.36,306.72,Regular
T100798,17/04/2024,Central,Coffee,Americano,3,137.44,412.32,New
T100799,17/01/2024,south point,Pastry,Croissant,3,242.97,728.91,New
T100800,11/04/2024,SOUTH POINT,Snacks,Bagel,1,215.98,215.98,Regular
T100801,07/01/2024,SOUTH POINT,Coffee,Latte,2,314.11,628.22,Regular
T100802,15/02/2024,Central,Sandwich,Veg Sandwich,1,337.22,337.22,New
T100803,13/01/2024,central,Sandwich,Chicken Sandwich,2,189.31,378.62,Regular
T100804,09/02/2024,Central,Tea,Black Tea,2,216.71,433.42,New
T100805,11/02/2024,central,Pastry,Croissant,2,342.31,684.62,New
T100806,09/01/2024,south point,Sandwich,Veg Sandwich,3,154.58,463.74,New
T100807,19/02/2024,north hub,Pastry,Croissant,2,293.95,587.9,New
T100808,27/01/2024,South Point,Sandwich,Cheese Sandwich,3,140.81,422.43,New
T100809,06/03/2024,central,Tea,Black Tea,2,263.99,527.98,New
T100810,05/01/2024,south point,Snacks,Bagel,3,148.48,445.44,Regular
T100811,29/01/2024,NORTH HUB,Tea,Green Tea,4,318.61,1274.44,Regular
T100812,06/02/2024,south point,Coffee,Cappuccino,3,231.6,694.8,Regular
T100813,07/02/2024,Central,Sandwich,Chicken Sandwich,3,130.2,390.6,New
T100814,23/03/2024,Central,Coffee,Cappuccino,1,140.58,140.58,Regular
T100815,08/01/2024,South Point,Coffee,Americano,2,213.34,426.68,New
T100816,21/04/2024,south point,Pastry,Croissant,4,339.63,1358.52,New
T100817,18/04/2024,CENTRAL,Sandwich,Chicken Sandwich,1,287.8,287.8,New
T100818,05/03/2024,north hub,Coffee,Cappuccino,2,211.84,423.68,New
T100819,26/03/2024,Central,Snacks,Cookie,4,171.18,684.72,Regular
T100820,25/04/2024,South Point,Coffee,Latte,4,228.3,913.2,Regular
T100821,17/01/2024,north hub,Snacks,Brownie,4,282.06,1128.24,Regular
T100822,11/03/2024,south point,Pastry,Muffin,2,291.66,583.32,New
T100823,29/03/2024,south point,Coffee,Latte,4,167.64,670.56,Regular
T100824,14/02/2024,SOUTH POINT,Tea,Green Tea,4,274.71,1098.84,Regular
T100825,04/01/2024,South Point,Pastry,Croissant,1,257.6,257.6,Regular
T100826,05/02/2024,Central,Snacks,Brownie,3,338.96,1016.88,New
T100827,10/03/2024,CENTRAL,Pastry,Muffin,2,331.39,662.78,Regular
T100828,31/01/2024,south point,Coffee,Latte,3,293.13,879.39,New
T100829,19/01/2024,CENTRAL,Sandwich,Chicken Sandwich,1,275.32,275.32,Regular
T100830,01/03/2024,south point,Sandwich,Veg Sandwich,3,153.99,461.97,New
T100831,17/04/2024,Central,Snacks,Bagel,4,308.41,1233.64,Regular
T100832,23/02/2024,north hub,Snacks,Cookie,4,195.43,781.72,Regular
T100833,08/02/2024,North Hub,Sandwich,Cheese Sandwich,2,153.5,307.0,Regular
T100834,31/03/2024,north hub,Snacks,Brownie,2,183.72,367.44,New
T100835,14/03/2024,south point,Pastry,Muffin,2,305.7,611.4,Regular
T100836,30/03/2024,North Hub,Tea,Black Tea,1,120.13,120.13,Regular
T100837,19/01/2024,North Hub,Tea,Masala Tea,2,203.16,406.32,New
T100838,08/02/2024,CENTRAL,Pastry,Muffin,1,212.94,212.94,New
T100839,07/03/2024,South Point,Tea,Masala Tea,4,89.89,359.56,New
T100840,14/02/2024,CENTRAL,Coffee,Cappuccino,3,132.85,398.55,New
T100841,13/01/2024,CENTRAL,Pastry,Croissant,4,303.22,1212.88,Regular
T100842,23/04/2024,north hub,Snacks,Cookie,4,304.31,1217.24,Regular
T100843,01/04/2024,north hub,Pastry,Croissant,4,158.95,635.8,New
T100844,27/02/2024,NORTH HUB,Sandwich,Veg Sandwich,2,316.22,632.44,Regular
T100845,20/01/2024,south point,Snacks,Bagel,2,288.38,576.76,New
T100846,01/04/2024,NORTH HUB,Sandwich,Cheese Sandwich,2,192.84,385.68,Regular
T100847,12/03/2024,Central,Snacks,Brownie,3,282.07,846.21,New
T100848,01/03/2024,south point,Tea,Masala Tea,2,339.56,679.12,Regular
T100849,14/04/2024,south point,Pastry,Danish,1,203.92,203.92,New
T100850,08/02/2024,SOUTH POINT,Coffee,Latte,4,144.38,577.52,New
T100851,01/01/2024,SOUTH POINT,Snacks,Cookie,3,334.29,1002.87,Regular
T100852,03/01/2024,central,Snacks,Cookie,3,243.01,729.03,Regular
T100853,17/03/2024,central,Sandwich,Veg Sandwich,3,108.42,325.26,Regular
T100854,01/04/2024,CENTRAL,Tea,Masala Tea,3,234.62,703.86,New
T100855,02/03/2024,Central,Sandwich,Veg Sandwich,3,215.16,645.48,Regular
T100856,03/03/2024,North Hub,Sandwich,Veg Sandwich,1,311.01,311.01,New
T100857,22/04/2024,North Hub,Tea,Masala Tea,4,223.29,893.16,Regular
T100858,25/01/2024,SOUTH POINT,Coffee,Americano,3,148.91,446.73,Regular
T100859,25/02/2024,SOUTH POINT,Sandwich,Chicken Sandwich,4,262.42,1049.68,New
T100860,02/02/2024,SOUTH POINT,Sandwich,Chicken Sandwich,2,226.5,453.0,New
T100861,07/02/2024,South Point,Snacks,Cookie,3,142.92,428.76,Regular
T100862,26/04/2024,central,Tea,Green Tea,3,234.88,704.64,New
T100863,06/01/2024,north hub,Pastry,Muffin,4,301.81,1207.24,New
T100864,27/02/2024,North Hub,Coffee,Latte,3,87.71,263.13,Regular
T100865,13/02/2024,south point,Coffee,Espresso,3,250.33,750.99,New
T100866,14/02/2024,central,Tea,Black Tea,3,174.39,523.17,Regular
T100867,01/02/2024,NORTH HUB,Snacks,Bagel,1,159.02,159.02,Regular
T100868,14/02/2024,north hub,Snacks,Brownie,1,186.0,186.0,New
T100869,01/03/2024,central,Tea,Black Tea,3,172.35,517.05,Regular
T100870,16/02/2024,Central,Snacks,Brownie,1,304.7,304.7,New
T100871,21/01/2024,south point,Coffee,Latte,2,154.2,308.4,Regular
T100872,20/03/2024,central,Coffee,Americano,3,277.95,833.85,New
T100873,27/04/2024,South Point,Pastry,Muffin,2,105.4,210.8,New
T100874,25/03/2024,SOUTH POINT,Tea,Black Tea,4,336.88,1347.52,New
T100875,15/03/2024,SOUTH POINT,Sandwich,Chicken Sandwich,2,248.03,496.06,New
T100876,10/04/2024,south point,Sandwich,Cheese Sandwich,4,270.81,1083.24,New
T100877,05/02/2024,SOUTH POINT,Pastry,Danish,3,160.47,481.41,Regular
T100878,08/04/2024,central,Pastry,Muffin,4,191.27,765.08,Regular
T100879,19/01/2024,NORTH HUB,Snacks,Cookie,4,140.42,561.68,New
T100880,20/01/2024,North Hub,Pastry,Danish,2,331.78,663.56,Regular
T100881,26/02/2024,North Hub,Pastry,Muffin,2,211.79,423.58,New
T100882,18/01/2024,north hub,Sandwich,Veg Sandwich,2,250.22,500.44,New
T100883,16/02/2024,CENTRAL,Snacks,Cookie,3,278.25,834.75,Regular
T100884,14/04/2024,Central,Pastry,Muffin,3,180.2,540.6,Regular
T100885,18/02/2024,south point,Pastry,Croissant,2,274.43,548.86,New
T100886,14/01/2024,north hub,Snacks,Cookie,3,262.52,787.56,New
T100887,15/01/2024,CENTRAL,Tea,Masala Tea,3,270.53,811.59,New
T100888,31/01/2024,South Point,Snacks,Bagel,4,212.09,848.36,New
T100889,01/01/2024,South Point,Sandwich,Chicken Sandwich,4,183.39,733.56,New
T100890,26/04/2024,Central,Tea,Masala Tea,2,139.96,279.92,New
T100891,23/02/2024,SOUTH POINT,Coffee,Espresso,3,302.65,907.95,Regular
T100892,27/04/2024,central,Snacks,Bagel,4,244.25,977.0,New
T100893,03/01/2024,north hub,Sandwich,Cheese Sandwich,1,199.98,199.98,New
T100894,16/01/2024,north hub,Tea,Black Tea,3,334.88,1004.64,Regular
T100895,27/03/2024,south point,Snacks,Cookie,1,92.92,92.92,New
T100896,26/02/2024,south point,Pastry,Danish,2,309.55,619.1,New
T100897,15/03/2024,South Point,Snacks,Brownie,3,349.35,1048.05,Regular
T100898,12/01/2024,South Point,Coffee,Cappuccino,2,319.47,638.94,New
T100899,14/03/2024,NORTH HUB,Snacks,Brownie,2,298.82,597.64,Regular
T100900,05/04/2024,NORTH HUB,Tea,Black Tea,2,181.06,362.12,New
T100901,16/01/2024,SOUTH POINT,Tea,Black Tea,2,142.45,284.9,Regular
T100902,12/03/2024,NORTH HUB,Snacks,Brownie,2,278.41,556.82,Regular
T100903,11/04/2024,central,Tea,Black Tea,3,162.24,486.72,Regular
T100904,16/03/2024,central,Pastry,Danish,1,127.53,127.53,New
T100905,24/01/2024,north hub,Snacks,Bagel,3,292.36,877.08,New
T100906,28/01/2024,North Hub,Pastry,Muffin,3,164.39,493.17,Regular
T100907,26/04/2024,central,Pastry,Croissant,3,326.9,980.7,Regular
T100908,08/01/2024,CENTRAL,Sandwich,Cheese Sandwich,4,306.97,1227.88,New
T100909,01/04/2024,South Point,Snacks,Brownie,4,308.86,1235.44,New
T100910,05/02/2024,south point,Tea,Green Tea,3,288.32,864.96,New
T100911,30/03/2024,NORTH HUB,Pastry,Croissant,1,317.84,317.84,New
T100912,08/01/2024,north hub,Sandwich,Cheese Sandwich,3,297.55,892.65,New
T100913,27/02/2024,Central,Snacks,Bagel,2,242.68,485.36,Regular
T100914,29/02/2024,south point,Snacks,Brownie,4,159.87,639.48,New
T100915,19/02/2024,CENTRAL,Coffee,Latte,4,319.82,1279.28,Regular
T100916,28/01/2024,NORTH HUB,Coffee,Espresso,3,306.96,920.88,New
T100917,01/04/2024,CENTRAL,Pastry,Muffin,3,207.68,623.04,Regular
T100918,10/04/2024,South Point,Coffee,Espresso,1,90.55,90.55,Regular
T100919,10/02/2024,South Point,Pastry,Croissant,1,252.41,252.41,New
T100920,09/04/2024,SOUTH POINT,Tea,Green Tea,2,93.66,187.32,Regular
T100921,04/03/2024,north hub,Pastry,Danish,3,330.1,990.3,Regular
T100922,27/01/2024,south point,Coffee,Latte,3,339.64,1018.92,Regular
T100923,27/04/2024,south point,Tea,Masala Tea,3,131.16,393.48,Regular
T100924,03/03/2024,Central,Coffee,Americano,4,262.63,1050.52,New
T100925,17/01/2024,north hub,Pastry,Croissant,2,104.91,209.82,Regular
T100926,13/03/2024,CENTRAL,Sandwich,Cheese Sandwich,1,276.97,276.97,New
T100927,02/02/2024,Central,Snacks,Bagel,4,173.77,695.08,Regular
T100928,26/04/2024,North Hub,Coffee,Latte,4,263.88,1055.52,New
T100929,24/03/2024,south point,Pastry,Danish,4,180.68,722.72,New
T100930,17/03/2024,CENTRAL,Tea,Masala Tea,4,119.3,477.2,New
T100931,01/04/2024,central,Coffee,Latte,2,189.65,379.3,Regular
T100932,21/04/2024,SOUTH POINT,Coffee,Americano,3,110.42,331.26,New
T100933,29/01/2024,north hub,Snacks,Cookie,1,235.76,235.76,New
T100934,13/01/2024,South Point,Pastry,Danish,1,91.06,91.06,Regular
T100935,15/02/2024,central,Sandwich,Chicken Sandwich,4,222.38,889.52,New
T100936,04/02/2024,SOUTH POINT,Tea,Masala Tea,4,319.32,1277.28,Regular
T100937,06/01/2024,SOUTH POINT,Pastry,Croissant,2,306.23,612.46,Regular
T100938,22/03/2024,North Hub,Tea,Masala Tea,4,318.35,1273.4,New
T100939,24/04/2024,North Hub,Coffee,Latte,1,328.95,328.95,Regular
T100940,09/03/2024,NORTH HUB,Snacks,Brownie,1,108.22,108.22,Regular
T100941,16/02/2024,NORTH HUB,Snacks,Brownie,3,114.76,344.28,Regular
T100942,25/01/2024,Central,Sandwich,Cheese Sandwich,3,230.39,691.17,New
T100943,06/03/2024,SOUTH POINT,Snacks,Cookie,1,321.37,321.37,Regular
T100944,10/01/2024,central,Coffee,Cappuccino,1,343.07,343.07,Regular
T100945,25/02/2024,north hub,Sandwich,Cheese Sandwich,2,92.49,184.98,Regular
T100946,30/01/2024,SOUTH POINT,Pastry,Croissant,2,176.06,352.12,New
T100947,23/04/2024,North Hub,Snacks,Bagel,1,137.48,137.48,Regular
T100948,18/04/2024,CENTRAL,Sandwich,Chicken Sandwich,4,284.11,1136.44,New
T100949,05/01/2024,South Point,Coffee,Espresso,3,252.85,758.55,Regular
T100950,28/04/2024,NORTH HUB,Tea,Masala Tea,1,112.37,112.37,New
T100951,29/04/2024,south point,Tea,Masala Tea,4,210.55,842.2,New
T100952,02/02/2024,CENTRAL,Coffee,Espresso,1,265.07,265.07,New
T100953,27/04/2024,north hub,Coffee,Latte,3,290.33,870.99,Regular
T100954,05/03/2024,North Hub,Tea,Green Tea,3,85.41,256.23,Regular
T100955,18/01/2024,North Hub,Sandwich,Chicken Sandwich,2,320.43,640.86,Regular
T100956,05/04/2024,North Hub,Tea,Green Tea,2,233.71,467.42,New
T100957,20/04/2024,south point,Coffee,Cappuccino,2,299.22,598.44,Regular
T100958,18/02/2024,NORTH HUB,Snacks,Cookie,2,298.14,596.28,Regular
T100959,11/01/2024,CENTRAL,Pastry,Croissant,3,131.26,393.78,New
T100960,25/03/2024,north hub,Snacks,Cookie,4,109.75,439.0,Regular
T100961,26/01/2024,NORTH HUB,Snacks,Cookie,4,274.75,1099.0,Regular
T100962,03/03/2024,north hub,Coffee,Latte,4,122.24,488.96,New
T100963,29/03/2024,NORTH HUB,Tea,Green Tea,1,309.48,309.48,New
T100964,26/03/2024,south point,Sandwich,Cheese Sandwich,2,276.07,552.14,Regular
T100965,28/02/2024,South Point,Snacks,Bagel,2,307.29,614.58,New
T100966,27/01/2024,north hub,Tea,Black Tea,3,160.73,482.19,Regular
T100967,18/02/2024,NORTH HUB,Sandwich,Veg Sandwich,3,165.48,496.44,Regular
T100968,17/03/2024,North Hub,Snacks,Bagel,1,261.23,261.23,Regular
T100969,02/02/2024,SOUTH POINT,Sandwich,Veg Sandwich,1,88.49,88.49,Regular
T100970,07/04/2024,North Hub,Tea,Masala Tea,4,276.15,1104.6,Regular
T100971,14/04/2024,Central,Pastry,Muffin,3,305.66,916.98,New
T100972,08/04/2024,South Point,Tea,Black Tea,2,192.09,384.18,New
T100973,01/01/2024,South Point,Coffee,Americano,4,286.52,1146.08,Regular
T100974,21/01/2024,North Hub,Sandwich,Veg Sandwich,2,127.14,254.28,New
T100975,21/04/2024,CENTRAL,Pastry,Muffin,4,167.01,668.04,New
T100976,24/02/2024,south point,Sandwich,Veg Sandwich,2,343.06,686.12,Regular
T100977,06/01/2024,north hub,Sandwich,Veg Sandwich,1,346.31,346.31,New
T100978,01/04/2024,South Point,Snacks,Cookie,4,218.4,873.6,New
T100979,21/03/2024,North Hub,Coffee,Americano,2,332.25,664.5,Regular
T100980,09/03/2024,North Hub,Sandwich,Veg Sandwich,2,221.14,442.28,Regular
T100981,04/04/2024,south point,Tea,Masala Tea,3,158.73,476.19,Regular
T100982,05/01/2024,south point,Tea,Masala Tea,4,152.06,608.24,Regular
T100983,11/04/2024,central,Snacks,Cookie,2,330.97,661.94,Regular
T100984,03/01/2024,central,Coffee,Espresso,3,126.56,379.68,Regular
T100985,22/02/2024,CENTRAL,Coffee,Latte,2,236.5,473.0,Regular
T100986,23/01/2024,CENTRAL,Tea,Green Tea,4,229.99,919.96,New
T100987,10/04/2024,Central,Pastry,Muffin,1,279.7,279.7,Regular
T100988,22/02/2024,CENTRAL,Snacks,Cookie,4,214.8,859.2,New
T100989,06/02/2024,NORTH HUB,Snacks,Bagel,4,153.52,614.08,New
T100990,14/03/2024,south point,Tea,Black Tea,2,125.74,251.48,Regular
T100991,14/03/2024,NORTH HUB,Tea,Black Tea,2,247.62,495.24,New
T100992,23/03/2024,north hub,Pastry,Croissant,4,274.13,1096.52,New
T100993,17/01/2024,North Hub,Pastry,Croissant,3,233.77,701.31,New
T100994,25/03/2024,CENTRAL,Coffee,Latte,3,279.35,838.05,Regular
T100995,18/03/2024,North Hub,Snacks,Cookie,3,118.21,354.63,New
T100996,13/03/2024,South Point,Snacks,Cookie,2,318.27,636.54,New
T100997,19/04/2024,Central,Tea,Masala Tea,2,237.25,474.5,Regular
T100998,01/01/2024,South Point,Coffee,Espresso,4,114.25,457.0,New
T100999,20/02/2024,Central,Snacks,Cookie,1,204.72,204.72,New
T101000,14/02/2024,central,Coffee,Americano,2,308.09,616.18,New
T101001,17/03/2024,North Hub,Coffee,Latte,4,322.34,1289.36,New
T101002,04/01/2024,Central,Tea,Black Tea,4,151.46,605.84,New
T101003,02/03/2024,SOUTH POINT,Coffee,Latte,1,272.04,272.04,Regular
T101004,05/03/2024,NORTH HUB,Pastry,Muffin,3,107.0,321.0,New
T101005,22/04/2024,Central,Pastry,Muffin,4,89.06,356.24,Regular
T101006,13/04/2024,Central,Sandwich,Veg Sandwich,4,231.31,925.24,New
T101007,01/02/2024,NORTH HUB,Tea,Black Tea,4,267.6,1070.4,Regular
T101008,03/02/2024,North Hub,Sandwich,Chicken Sandwich,3,294.86,884.58,Regular
T101009,01/04/2024,North Hub,Pastry,Muffin,3,171.86,515.58,Regular
T101010,04/04/2024,NORTH HUB,Sandwich,Cheese Sandwich,1,81.76,81.76,New
T101011,12/03/2024,South Point,Tea,Masala Tea,2,209.47,418.94,New
T101012,08/02/2024,SOUTH POINT,Tea,Green Tea,3,84.28,252.84,New
T101013,26/01/2024,north hub,Coffee,Americano,2,104.84,209.68,New
T101014,03/02/2024,SOUTH POINT,Snacks,Cookie,2,168.21,336.42,New
T101015,23/02/2024,North Hub,Coffee,Espresso,3,198.04,594.12,Regular
T101016,27/04/2024,central,Tea,Green Tea,4,155.46,621.84,Regular
T101017,03/01/2024,CENTRAL,Pastry,Muffin,1,237.1,237.1,Regular
T101018,19/02/2024,Central,Pastry,Danish,2,94.94,189.88,New
T101019,12/01/2024,NORTH HUB,Coffee,Americano,4,119.04,476.16,New
T101020,05/03/2024,NORTH HUB,Tea,Green Tea,3,267.72,803.16,Regular
T101021,23/02/2024,Central,Pastry,Danish,2,118.38,236.76,New
T101022,17/04/2024,CENTRAL,Tea,Masala Tea,2,252.74,505.48,New
T101023,05/01/2024,north hub,Pastry,Croissant,2,94.76,189.52,Regular
T101024,03/04/2024,CENTRAL,Tea,Masala Tea,4,189.99,759.96,Regular
T101025,03/04/2024,CENTRAL,Sandwich,Cheese Sandwich,4,127.9,511.6,New
T101026,26/02/2024,CENTRAL,Tea,Masala Tea,4,109.6,438.4,New
T101027,17/01/2024,north hub,Tea,Masala Tea,2,233.1,466.2,Regular
T101028,21/04/2024,north hub,Coffee,Espresso,2,330.65,661.3,New
T101029,16/02/2024,North Hub,Sandwich,Chicken Sandwich,1,94.79,94.79,Regular
T101030,23/01/2024,Central,Snacks,Cookie,1,193.82,193.82,Regular
T101031,19/03/2024,north hub,Coffee,Latte,4,271.03,1084.12,Regular
T101032,10/04/2024,north hub,Snacks,Brownie,4,204.93,819.72,New
T101033,25/03/2024,North Hub,Pastry,Danish,3,297.75,893.25,Regular
T101034,14/01/2024,NORTH HUB,Snacks,Bagel,4,128.5,514.0,Regular
T101035,06/03/2024,North Hub,Tea,Masala Tea,1,339.09,339.09,New
T101036,15/03/2024,South Point,Snacks,Brownie,1,183.99,183.99,Regular
